Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Exchange
SSFN,Stewardship Financial Corp,9.35,$80.8M,n/a,Finance,Major Banks,NASDAQ
SYBT,"Stock Yards Bancorp, Inc.",36.7,$831.63M,n/a,Finance,Major Banks,NASDAQ
BANX,StoneCastle Financial Corp,19.99,$130.65M,n/a,n/a,n/a,NASDAQ
SGBK,Stonegate Bank,45.1,$643.34M,n/a,n/a,n/a,NASDAQ
SSKN,"Strata Skin Sciences, Inc.",2.59,$6.29M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
SSYS,"Stratasys, Ltd.",27.62,$1.46B,1994,Technology,Computer peripheral equipment,NASDAQ
STRT,Strattec Security Corporation,34.45,$126.42M,n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
STRS,Stratus Properties Inc.,28.5,$231.61M,n/a,Consumer Services,Homebuilding,NASDAQ
STRA,"Strayer Education, Inc.",90.31,$1.01B,1996,Consumer Services,Other Consumer Services,NASDAQ
STRM,"Streamline Health Solutions, Inc.",1.25,$24.62M,n/a,Technology,EDP Services,NASDAQ
SBBP,Strongbridge Biopharma plc,4.35,$153.71M,2015,Health Care,Major Pharmaceuticals,NASDAQ
STB,Student Transportation Inc,5.85,$553.19M,n/a,Transportation,Other Transportation,NASDAQ
SCMP,"Sucampo Pharmaceuticals, Inc.",10,$464.65M,2007,Health Care,Major Pharmaceuticals,NASDAQ
SUMR,"Summer Infant, Inc.",1.8578,$34.42M,n/a,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SMMF,"Summit Financial Group, Inc.",21.66,$269.13M,n/a,Finance,Major Banks,NASDAQ
SSBI,Summit State Bank,12.8,$77.05M,2006,n/a,n/a,NASDAQ
SMMT,Summit Therapeutics plc,11.49,$142.11M,2015,Health Care,Major Pharmaceuticals,NASDAQ
SNBC,"Sun Bancorp, Inc.",25.425,$484.59M,n/a,Finance,Commercial Banks,NASDAQ
SNHY,Sun Hydraulics Corporation,43.17,$1.17B,1997,Capital Goods,Metal Fabrications,NASDAQ
SNDE,Sundance Energy Australia Limited,5.05,$63.09M,n/a,Energy,Oil & Gas Production,NASDAQ
SNSS,"Sunesis Pharmaceuticals, Inc.",3.05,$65.45M,2005,Health Care,Major Pharmaceuticals,NASDAQ
STKL,"SunOpta, Inc.",9.7,$834.31M,n/a,Consumer Services,Farming/Seeds/Milling,NASDAQ
SPWR,SunPower Corporation,8.11,$1.13B,2005,Technology,Semiconductors,NASDAQ
RUN,Sunrun Inc.,5.005,$527.75M,2015,Capital Goods,Industrial Specialties,NASDAQ
SBCP,"Sunshine Bancorp, Inc.",21.95,$176.02M,2014,Finance,Savings Institutions,NASDAQ
SUNW,"Sunworks, Inc.",1.65,$37.03M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
SMCI,"Super Micro Computer, Inc.",24.4,$1.19B,2007,Technology,Computer Manufacturing,NASDAQ
SPCB,"SuperCom, Ltd.",3.13,$46.76M,n/a,Technology,Semiconductors,NASDAQ
SCON,Superconductor Technologies Inc.,1.83,$19.63M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SGC,"Superior Uniform Group, Inc.",20.47,$300.18M,n/a,Consumer Non-Durables,Apparel,NASDAQ
SUPN,"Supernus Pharmaceuticals, Inc.",39.1,$1.97B,2012,Health Care,Major Pharmaceuticals,NASDAQ
SPRT,"support.com, Inc.",2.49,$46.26M,2000,Technology,EDP Services,NASDAQ
SGRY,"Surgery Partners, Inc.",21.95,$1.07B,2015,Health Care,Hospital/Nursing Management,NASDAQ
SRDX,"Surmodics, Inc.",24.75,$328.59M,1998,Health Care,Medical/Dental Instruments,NASDAQ
SBBX,Sussex Bancorp,24.95,$119.54M,n/a,Finance,Major Banks,NASDAQ
SIVB,SVB Financial Group,169.44,$8.89B,n/a,Finance,Major Banks,NASDAQ
SIVBO,SVB Financial Group,26.35,n/a,n/a,Finance,Major Banks,NASDAQ
SYKE,"Sykes Enterprises, Incorporated",33.3,$1.42B,1996,Technology,EDP Services,NASDAQ
SYMC,Symantec Corporation,30.06,$18.28B,1989,Technology,Computer Software: Prepackaged Software,NASDAQ
SYNC,"Synacor, Inc.",3.575,$135.92M,2012,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SYNL,Synalloy Corporation,11.6374,$101M,n/a,Basic Industries,Steel/Iron Ore,NASDAQ
SYNA,Synaptics Incorporated,57.8,$1.98B,2002,Technology,EDP Services,NASDAQ
SNCR,"Synchronoss Technologies, Inc.",12.71,$589.39M,2006,Technology,EDP Services,NASDAQ
SNDX,"Syndax Pharmaceuticals, Inc.",11.54,$210.67M,2016,Health Care,Major Pharmaceuticals,NASDAQ
SGYP,"Synergy Pharmaceuticals, Inc.",3.795,$853.69M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ELOS,Syneron Medical Ltd.,10.9,$384.03M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SNPS,"Synopsys, Inc.",75.79,$11.39B,1992,Technology,Computer Software: Prepackaged Software,NASDAQ
SYNT,"Syntel, Inc.",17.205,$1.44B,1997,Technology,EDP Services,NASDAQ
SYMX,"Synthesis Energy Systems, Inc.",0.7035,$61.42M,n/a,Basic Industries,Major Chemicals,NASDAQ
SYPR,"Sypris Solutions, Inc.",1.71,$36.59M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
SYRS,"Syros Pharmaceuticals, Inc.",15.62,$408.93M,2016,Health Care,Major Pharmaceuticals,NASDAQ
TROW,"T. Rowe Price Group, Inc.",71.88,$17.34B,1986,Finance,Investment Bankers/Brokers/Service,NASDAQ
TTOO,"T2 Biosystems, Inc.",3.48,$106.47M,2014,Health Care,Medical/Dental Instruments,NASDAQ
TRHC,"Tabula Rasa HealthCare, Inc.",13.85,$238.47M,2016,Miscellaneous,Business Services,NASDAQ
TCMD,"Tactile Systems Technology, Inc.",26.53,$449.42M,2016,Health Care,Medical/Dental Instruments,NASDAQ
TAIT,Taitron Components Incorporated,1.46,$8.08M,1995,Consumer Non-Durables,Electronic Components,NASDAQ
TTWO,"Take-Two Interactive Software, Inc.",77.31,$8.03B,1997,Technology,Computer Software: Prepackaged Software,NASDAQ
TLND,Talend S.A.,34.4,$992.39M,2016,Technology,Computer Software: Prepackaged Software,NASDAQ
TNDM,"Tandem Diabetes Care, Inc.",0.796,$39.67M,2013,Health Care,Medical/Dental Instruments,NASDAQ
TLF,"Tandy Leather Factory, Inc.",8.55,$79.31M,n/a,Consumer Non-Durables,Apparel,NASDAQ
TANH,Tantech Holdings Ltd.,2.24,$54.46M,2015,Basic Industries,Major Chemicals,NASDAQ
TPIV,TapImmune Inc.,3.75,$31.77M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TEDU,"Tarena International, Inc.",17.92,$1B,2014,Consumer Services,Other Consumer Services,NASDAQ
TATT,TAT Technologies Ltd.,11.8,$104.18M,n/a,Capital Goods,Aerospace,NASDAQ
TAYD,"Taylor Devices, Inc.",13.08,$44.95M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
TCPC,TCP Capital Corp.,17.08,$1B,2012,n/a,n/a,NASDAQ
AMTD,TD Ameritrade Holding Corporation,38.1,$20.12B,1997,Finance,Investment Bankers/Brokers/Service,NASDAQ
TEAR,TearLab Corporation,1.92,$11.01M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
TECD,Tech Data Corporation,100.13,$3.82B,1986,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
TCCO,Technical Communications Corporation,3.1,$5.7M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
TTGT,"TechTarget, Inc.",9.19,$252.21M,2007,Miscellaneous,Business Services,NASDAQ
TGLS,Tecnoglass Inc.,9.42,$315.46M,2012,Consumer Durables,Electronic Components,NASDAQ
TGEN,Tecogen Inc.,3.44,$68.95M,2014,Capital Goods,Industrial Machinery/Components,NASDAQ
TNAV,"Telenav, Inc.",8.5,$371.74M,2010,Capital Goods,Industrial Machinery/Components,NASDAQ
TTEC,"TeleTech Holdings, Inc.",41.175,$1.88B,1996,Technology,Professional Services,NASDAQ
TLGT,"Teligent, Inc.",8.63,$459.34M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TELL,Tellurian Inc.,11.62,$2.35B,n/a,Energy,Oil & Gas Production,NASDAQ
TENX,"Tenax Therapeutics, Inc.",0.5369,$15.16M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
GLBL,"TerraForm Global, Inc.",4.85,$845.63M,2015,Public Utilities,Electric Utilities: Central,NASDAQ
TERP,"TerraForm Power, Inc.",11.77,$1.67B,2014,Public Utilities,Electric Utilities: Central,NASDAQ
TVIA,"TerraVia Holdings, Inc.",0.3145,$34.06M,2011,Basic Industries,Major Chemicals,NASDAQ
TBNK,Territorial Bancorp Inc.,31.1,$305.73M,2009,Finance,Savings Institutions,NASDAQ
TSRO,"TESARO, Inc.",142.58,$7.68B,2012,Health Care,Major Pharmaceuticals,NASDAQ
TESO,Tesco Corporation,4.75,$221.93M,n/a,Energy,Metal Fabrications,NASDAQ
TSLA,"Tesla, Inc. ",347.3487,$57.06B,2010,Capital Goods,Auto Manufacturing,NASDAQ
TESS,TESSCO Technologies Incorporated,13.75,$114.53M,1994,Consumer Non-Durables,Electronic Components,NASDAQ
TTEK,"Tetra Tech, Inc.",46.45,$2.65B,1991,Consumer Services,Military/Government/Technical,NASDAQ
TTPH,"Tetraphase Pharmaceuticals, Inc.",7.23,$274.43M,2013,Health Care,Major Pharmaceuticals,NASDAQ
TCBI,"Texas Capital Bancshares, Inc.",74.15,$3.68B,2003,Finance,Major Banks,NASDAQ
TCBIL,"Texas Capital Bancshares, Inc.",25.3091,n/a,n/a,Finance,Major Banks,NASDAQ
TCBIP,"Texas Capital Bancshares, Inc.",25.8,$154.8M,n/a,Finance,Major Banks,NASDAQ
TCBIW,"Texas Capital Bancshares, Inc.",64.0304,n/a,n/a,Finance,Major Banks,NASDAQ
TXN,Texas Instruments Incorporated,81.88,$81.58B,n/a,Technology,Semiconductors,NASDAQ
TXRH,"Texas Roadhouse, Inc.",50.46,$3.58B,2004,Consumer Services,Restaurants,NASDAQ
TFSL,TFS Financial Corporation,15.52,$4.39B,n/a,Finance,Savings Institutions,NASDAQ
TGTX,"TG Therapeutics, Inc.",13,$868.08M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ABCO,The Advisory Board Company,52.35,$2.12B,2001,Consumer Services,Other Consumer Services,NASDAQ
ANDE,"The Andersons, Inc.",36.05,$1.02B,n/a,Consumer Services,Farming/Seeds/Milling,NASDAQ
TBBK,"The Bancorp, Inc.",6.15,$342.49M,n/a,Finance,Major Banks,NASDAQ
BONT,"The Bon-Ton Stores, Inc.",0.4997,$10.7M,1991,Consumer Services,Department/Specialty Retail Stores,NASDAQ
CG,The Carlyle Group L.P.,17.5,$5.72B,2012,Finance,Investment Managers,NASDAQ
CAKE,The Cheesecake Factory Incorporated,58.57,$2.81B,1992,Consumer Services,Restaurants,NASDAQ
CHEF,"The Chefs&#39; Warehouse, Inc.",15.4,$405.82M,2011,Consumer Non-Durables,Food Distributors,NASDAQ
TCFC,The Community Financial Corporation,35.45,$164.56M,n/a,Finance,Major Banks,NASDAQ
DSGX,The Descartes Systems Group Inc.,25.15,$1.91B,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
DXYN,"The Dixie Group, Inc.",4.4,$70.95M,n/a,Consumer Durables,Home Furnishings,NASDAQ
ENSG,"The Ensign Group, Inc.",18.98,$962.34M,2007,Health Care,Hospital/Nursing Management,NASDAQ
XONE,The ExOne Company,13.29,$214.52M,2013,Capital Goods,Industrial Machinery/Components,NASDAQ
FINL,"The Finish Line, Inc.",14.11,$569.39M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
FBMS,"The First Bancshares, Inc.",27.35,$250.1M,n/a,Finance,Major Banks,NASDAQ
FLIC,The First of Long Island Corporation,27.25,$656.25M,n/a,Finance,Major Banks,NASDAQ
GT,The Goodyear Tire & Rubber Company,34.39,$8.66B,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
HABT,"The Habit Restaurants, Inc.",18.15,$472.3M,2014,Consumer Services,Restaurants,NASDAQ
HCKT,"The Hackett Group, Inc.",15.01,$438.59M,n/a,Consumer Services,Professional Services,NASDAQ
HAIN,"The Hain Celestial Group, Inc.",35.85,$3.71B,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
FITS,The Health and Fitness ETF,25.721,$2.57M,n/a,n/a,n/a,NASDAQ
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.06,$43.3M,n/a,n/a,n/a,NASDAQ
INTG,The Intergroup Corporation,28.5,$67.3M,n/a,Consumer Services,Building operators,NASDAQ
JYNT,The Joint Corp.,4,$52.33M,2014,Miscellaneous,Multi-Sector Companies,NASDAQ
KEYW,The KEYW Holding Corporation,9.37,$463.88M,2010,Technology,EDP Services,NASDAQ
KHC,The Kraft Heinz Company,93.42,$113.75B,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
OLD,The Long-Term Care ETF,26.295,$2.63M,n/a,n/a,n/a,NASDAQ
MDCO,The Medicines Company,38.55,$2.78B,2000,Health Care,Major Pharmaceuticals,NASDAQ
MEET,"The Meet Group, Inc.",4.8,$333.67M,n/a,Consumer Services,Advertising,NASDAQ
MIK,"The Michaels Companies, Inc.",19.82,$3.74B,2014,Consumer Services,Recreational Products/Toys,NASDAQ
MIDD,The Middleby Corporation,131.78,$7.58B,n/a,Technology,Industrial Machinery/Components,NASDAQ
NAVG,"The Navigators Group, Inc.",53.7,$1.58B,1986,Finance,Property-Casualty Insurers,NASDAQ
SLIM,The Obesity ETF,25.6543,$2.57M,n/a,n/a,n/a,NASDAQ
STKS,"The ONE Group Hospitality, Inc.",2.03,$51.03M,n/a,Consumer Services,Restaurants,NASDAQ
ORG,The Organics ETF,27.95,n/a,n/a,n/a,n/a,NASDAQ
PCLN,The Priceline Group Inc. ,1891.2,$92.94B,1999,Miscellaneous,Business Services,NASDAQ
PRSC,The Providence Service Corporation,46.62,$627.84M,2003,Consumer Services,Transportation Services,NASDAQ
RMR,The RMR Group Inc.,49.8999,$1.55B,n/a,Consumer Services,Professional Services,NASDAQ
SPNC,The Spectranetics Corporation,28.5,$1.25B,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
TTD,"The Trade Desk, Inc.",55.7,$2.23B,2016,Technology,"Computer Software: Programming, Data Processing",NASDAQ
ULTI,"The Ultimate Software Group, Inc.",223.81,$6.65B,1998,Technology,Computer Software: Prepackaged Software,NASDAQ
YORW,The York Water Company,33.6,$431.56M,n/a,Public Utilities,Water Supply,NASDAQ
NCTY,The9 Limited,0.9124,$21.82M,2004,Miscellaneous,Business Services,NASDAQ
TRPX,Therapix Biosciences Ltd.,6.9,$23.87M,2017,Health Care,Major Pharmaceuticals,NASDAQ
TBPH,"Theravance Biopharma, Inc.",36.195,$1.93B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TST,"TheStreet, Inc.",0.9,$32.09M,n/a,Consumer Services,Newspapers/Magazines,NASDAQ
TCRD,"THL Credit, Inc.",10.01,$329.59M,2010,n/a,n/a,NASDAQ
THLD,"Threshold Pharmaceuticals, Inc.",0.475,$34.01M,2005,Health Care,Major Pharmaceuticals,NASDAQ
TICC,TICC Capital Corp.,7.26,$373.74M,2003,n/a,n/a,NASDAQ
TICCL,TICC Capital Corp.,25.9,n/a,n/a,n/a,n/a,NASDAQ
TIG,TiGenix,18.75,$97.48B,2016,Health Care,Major Pharmaceuticals,NASDAQ
TTS,"Tile Shop Hldgs, Inc.",19.8,$1.03B,n/a,Consumer Services,Home Furnishings,NASDAQ
TIL,Till Capital Ltd.,3.9,$13.07M,n/a,Finance,Property-Casualty Insurers,NASDAQ
TSBK,"Timberland Bancorp, Inc.",22.7,$166.83M,n/a,Finance,Banks,NASDAQ
TIPT,Tiptree Inc.,6.3,$230.3M,n/a,Finance,Property-Casualty Insurers,NASDAQ
TITN,Titan Machinery Inc.,17.92,$391.35M,2007,Consumer Services,Other Specialty Stores,NASDAQ
TTNP,"Titan Pharmaceuticals, Inc.",2.35,$49.83M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TVTY,"Tivity Health, Inc.",35.8,$1.4B,n/a,Health Care,Hospital/Nursing Management,NASDAQ
TIVO,TiVo Corporation,17.5,$2.12B,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
TMUS,"T-Mobile US, Inc.",67.39,$55.99B,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
TMUSP,"T-Mobile US, Inc.",109.38,n/a,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
TOCA,Tocagen Inc.,15.85,$313.95M,2017,Health Care,Major Pharmaceuticals,NASDAQ
TNXP,Tonix Pharmaceuticals Holding Corp.,4.3,$32.19M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TISA,"Top Image Systems, Ltd.",1.35,$24.21M,1996,Technology,Computer peripheral equipment,NASDAQ
TOPS,TOP Ships Inc.,0.3,"$535,540.50 ",n/a,Transportation,Marine Transportation,NASDAQ
TORM          ,TOR Minerals International Inc,7.95,$28.16M,1988,Basic Industries,Major Chemicals,NASDAQ
TRCH,"Torchlight Energy Resources, Inc.",1.44,$85.29M,n/a,Energy,Oil & Gas Production,NASDAQ
TSEM,Tower Semiconductor Ltd.,25.37,$2.43B,1994,Technology,Semiconductors,NASDAQ
CLUB,"Town Sports International Holdings, Inc.",4,$106.78M,2006,Consumer Services,Hotels/Resorts,NASDAQ
TOWN,Towne Bank,29.35,$1.83B,n/a,n/a,n/a,NASDAQ
TPIC,"TPI Composites, Inc.",16.89,$569.82M,2016,Energy,Industrial Machinery/Components,NASDAQ
TCON,"TRACON Pharmaceuticals, Inc.",2.6,$43.18M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TSCO,Tractor Supply Company,55.895,$7.19B,1994,Consumer Services,RETAIL: Building Materials,NASDAQ
TWMC,Trans World Entertainment Corp.,1.65,$59.59M,n/a,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
TACT,TransAct Technologies Incorporated,8.75,$64.29M,1996,Technology,Computer peripheral equipment,NASDAQ
TRNS,"Transcat, Inc.",12.05,$84.88M,n/a,Capital Goods,Electrical Products,NASDAQ
TGA,Transglobe Energy Corp,1.41,$101.81M,n/a,Energy,Oil & Gas Production,NASDAQ
TA,TravelCenters of America LLC,3.8,$150.17M,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNI,TravelCenters of America LLC,24.7,n/a,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNL,TravelCenters of America LLC,23.76,n/a,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNZ,TravelCenters of America LLC,24.06,n/a,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TZOO,Travelzoo,10.25,$134.52M,n/a,Technology,EDP Services,NASDAQ
TRVN,"Trevena, Inc.",2.545,$148.38M,2014,Health Care,Major Pharmaceuticals,NASDAQ
TCBK,TriCo Bancshares,35.31,$807.66M,n/a,Finance,Major Banks,NASDAQ
TRIL,Trillium Therapeutics Inc.,4.825,$51.12M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TRS,TriMas Corporation,21.65,$989.69M,2007,Capital Goods,Industrial Specialties,NASDAQ
TRMB,Trimble Inc.,37,$9.36B,1990,Capital Goods,Industrial Machinery/Components,NASDAQ
TRIB,Trinity Biotech plc,5.85,$140.64M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
TRIP,"TripAdvisor, Inc.",39.03,$5.51B,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
TSC,"TriState Capital Holdings, Inc.",23.6,$678.07M,2013,Finance,Major Banks,NASDAQ
TBK,"Triumph Bancorp, Inc.",23.35,$422.75M,2014,Finance,Major Banks,NASDAQ
TRVG,trivago N.V.,18.63,$4.45B,2016,n/a,n/a,NASDAQ
TRNC,"tronc, Inc.",11.27,$369.86M,n/a,Consumer Services,Newspapers/Magazines,NASDAQ
TROV,"TrovaGene, Inc.",0.7516,$23.28M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TRUE,"TrueCar, Inc.",18.51,$1.72B,2014,Technology,"Computer Software: Programming, Data Processing",NASDAQ
THST,"Truett-Hurst, Inc.",2.113,$9.35M,2013,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
TRUP,"Trupanion, Inc.",21.48,$639.26M,n/a,Health Care,Medical Specialities,NASDAQ
TRST,TrustCo Bank Corp NY,7.5,$719.98M,n/a,Finance,Major Banks,NASDAQ
TRMK,Trustmark Corporation,31.005,$2.1B,n/a,Finance,Major Banks,NASDAQ
TSRI,"TSR, Inc.",7.95,$15.6M,n/a,Technology,EDP Services,NASDAQ
TTMI,"TTM Technologies, Inc.",17,$1.73B,2000,Technology,Electrical Products,NASDAQ
TCX,Tucows Inc.,58.2,$611.49M,n/a,Technology,EDP Services,NASDAQ
TUES,Tuesday Morning Corp.,1.9,$85.69M,1999,Consumer Services,Department/Specialty Retail Stores,NASDAQ
TOUR,Tuniu Corporation,8.4,$1.06B,2014,Consumer Services,Transportation Services,NASDAQ
HEAR,Turtle Beach Corporation,0.76,$37.43M,n/a,Consumer Durables,Telecommunications Equipment,NASDAQ
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.81,$21.67M,n/a,n/a,n/a,NASDAQ
TUTT,Tuttle Tactical Management U.S. Core ETF,22.5839,$54.2M,n/a,n/a,n/a,NASDAQ
FOX,"Twenty-First Century Fox, Inc.",27.355,$50.63B,n/a,Consumer Services,Television Services,NASDAQ
FOXA,"Twenty-First Century Fox, Inc.",27.75,$33.88B,n/a,Consumer Services,Television Services,NASDAQ
TWIN,"Twin Disc, Incorporated",18.0184,$207.56M,n/a,Technology,Industrial Machinery/Components,NASDAQ
TRCB,Two River Bancorp,17.18,$144.21M,n/a,Finance,Major Banks,NASDAQ
USCR,"U S Concrete, Inc.",68,$1.09B,n/a,Capital Goods,Building Materials,NASDAQ
PRTS,"U.S. Auto Parts Network, Inc.",3.09,$107M,2007,Consumer Services,Other Specialty Stores,NASDAQ
USEG,U.S. Energy Corp.,0.76,$4.66M,n/a,Energy,Oil & Gas Production,NASDAQ
GROW,"U.S. Global Investors, Inc.",1.51,$22.94M,n/a,Finance,Investment Managers,NASDAQ
UREE,"U.S. Rare Earths, Inc.",0.13,n/a,n/a,n/a,n/a,NASDAQ
UBNT,"Ubiquiti Networks, Inc.",50.3,$4.04B,2011,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
UFPT,"UFP Technologies, Inc.",27.6,$199.6M,1993,Capital Goods,Containers/Packaging,NASDAQ
ULTA,"Ulta Beauty, Inc.",313.7,$19.46B,2007,Consumer Services,Other Specialty Stores,NASDAQ
UCTT,"Ultra Clean Holdings, Inc.",23.59,$789.29M,2004,Technology,Semiconductors,NASDAQ
UPL,Ultra Petroleum Corp.,11.16,$2.2B,n/a,Energy,Oil & Gas Production,NASDAQ
RARE,Ultragenyx Pharmaceutical Inc.,56.22,$2.38B,2014,Health Care,Major Pharmaceuticals,NASDAQ
ULBI,Ultralife Corporation,6.85,$106.17M,1992,Miscellaneous,Industrial Machinery/Components,NASDAQ
UMBF,UMB Financial Corporation,70.38,$3.51B,n/a,Finance,Major Banks,NASDAQ
UMPQ,Umpqua Holdings Corporation,17.16,$3.78B,n/a,Finance,Savings Institutions,NASDAQ
UNAM,Unico American Corporation,9.8,$52.01M,n/a,Finance,Property-Casualty Insurers,NASDAQ
UBSH,Union Bankshares Corporation,34.01,$1.49B,n/a,Finance,Major Banks,NASDAQ
UNB,"Union Bankshares, Inc.",41.75,$186.29M,n/a,Finance,Major Banks,NASDAQ
UNXL,"Uni-Pixel, Inc.",0.4798,$28.6M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
QURE,uniQure N.V.,5.36,$136.55M,2014,Health Care,Major Pharmaceuticals,NASDAQ
UBCP,"United Bancorp, Inc.",11.6,$62.93M,n/a,Finance,Major Banks,NASDAQ
UBOH,"United Bancshares, Inc.",21.745,$71.04M,n/a,Finance,Major Banks,NASDAQ
UBSI,"United Bankshares, Inc.",38.3,$4.02B,n/a,Finance,Major Banks,NASDAQ
UCBA,United Community Bancorp,18.4,$77.35M,n/a,Finance,Savings Institutions,NASDAQ
UCBI,"United Community Banks, Inc.",25.87,$1.84B,n/a,Finance,Major Banks,NASDAQ
UCFC,United Community Financial Corp.,8.26,$410.4M,n/a,Finance,Banks,NASDAQ
UBNK,"United Financial Bancorp, Inc. ",16.42,$833.45M,n/a,Finance,Banks,NASDAQ
UFCS,"United Fire Group, Inc",43.45,$1.1B,n/a,Finance,Property-Casualty Insurers,NASDAQ
UIHC,United Insurance Holdings Corp.,16.35,$698.93M,n/a,Finance,Property-Casualty Insurers,NASDAQ
UNFI,"United Natural Foods, Inc.",41.37,$2.09B,1996,Consumer Non-Durables,Food Distributors,NASDAQ
UBFO,United Security Bancshares,9.3,$156.94M,n/a,Finance,Major Banks,NASDAQ
USLM,"United States Lime & Minerals, Inc.",78.5,$437.92M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ
UTHR,United Therapeutics Corporation,125.99,$5.68B,1999,Health Care,Major Pharmaceuticals,NASDAQ
UG,"United-Guardian, Inc.",14.9274,$68.58M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,NASDAQ
UNIT,Uniti Group Inc.,26.59,$4.67B,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
UNTY,"Unity Bancorp, Inc.",16.25,$171.19M,n/a,Finance,Major Banks,NASDAQ
OLED,Universal Display Corporation,120.6,$5.67B,n/a,Capital Goods,Electrical Products,NASDAQ
UEIC,Universal Electronics Inc.,66.45,$959.07M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
UFPI,"Universal Forest Products, Inc.",88.21,$1.81B,1993,Basic Industries,Forest Products,NASDAQ
ULH,"Universal Logistics Holdings, Inc.",14,$398.2M,n/a,Transportation,Trucking Freight/Courier Services,NASDAQ
USAP,"Universal Stainless & Alloy Products, Inc.",17.93,$129.43M,1994,Basic Industries,Steel/Iron Ore,NASDAQ
