Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Exchange
RSAS,RESAAS Services Inc.,n/a,n/a,n/a,n/a,n/a,NASDAQ
REFR,Research Frontiers Incorporated,1.16,$27.89M,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
RESN,Resonant Inc.,4.42,$64.11M,2014,Technology,Semiconductors,NASDAQ
RECN,"Resources Connection, Inc.",12.75,$378.08M,2000,Miscellaneous,Business Services,NASDAQ
ROIC,Retail Opportunity Investments Corp.,19.63,$2.15B,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
RTRX,"Retrophin, Inc.",17.28,$659.63M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
RVNC,"Revance Therapeutics, Inc.",24.2,$732.62M,2014,Health Care,Major Pharmaceuticals,NASDAQ
RVEN,"Reven Housing REIT, Inc.",5.8,$62.26M,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
RBIO,"rEVO Biologics, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
RVLT,"Revolution Lighting Technologies, Inc.",7.45,$156.3M,n/a,Consumer Durables,Building Products,NASDAQ
RWLK,ReWalk Robotics Ltd,1.2,$20.01M,2014,Health Care,Industrial Specialties,NASDAQ
REXX,Rex Energy Corporation,2.93,$2.9M,2007,Energy,Oil & Gas Production,NASDAQ
RFIL,"RF Industries, Ltd.",1.85,$16.35M,n/a,Capital Goods,Electrical Products,NASDAQ
RGCO,RGC Resources Inc.,27.49,$198.62M,n/a,Public Utilities,Oil & Gas Production,NASDAQ
RIBT,RiceBran Technologies,0.88,$9.62M,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
RIBTW,RiceBran Technologies,0.28,n/a,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
RELL,"Richardson Electronics, Ltd.",6.1,$78.38M,1983,Consumer Non-Durables,Electronic Components,NASDAQ
RIGL,"Rigel Pharmaceuticals, Inc.",2.36,$288.95M,2000,Health Care,Major Pharmaceuticals,NASDAQ
NAME,"Rightside Group, Ltd.",9.6,$186.48M,n/a,Miscellaneous,Business Services,NASDAQ
RNET,"RigNet, Inc.",16.7,$301.16M,2010,Consumer Services,Telecommunications Equipment,NASDAQ
RTTR,"Ritter Pharmaceuticals, Inc.",0.62,$9.06M,2015,Health Care,Major Pharmaceuticals,NASDAQ
RVSB,Riverview Bancorp Inc,6.75,$151.95M,n/a,Finance,Savings Institutions,NASDAQ
RLJE,"RLJ Entertainment, Inc.",2.76,$15.28M,n/a,Consumer Services,Movies/Entertainment,NASDAQ
RMGN,RMG Networks Holding Corporation,0.64,$28.56M,n/a,Miscellaneous,Business Services,NASDAQ
ROBO,ROBO Global Robotics and Automation Index ETF,35.48,$163.21M,n/a,n/a,n/a,NASDAQ
FUEL,Rocket Fuel Inc.,3.115,$144.67M,2013,Technology,"Computer Software: Programming, Data Processing",NASDAQ
RMTI,"Rockwell Medical, Inc.",7.41,$385.75M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
RCKY,"Rocky Brands, Inc.",14.75,$109.74M,1993,Consumer Non-Durables,Shoe Manufacturing,NASDAQ
RMCF,"Rocky Mountain Chocolate Factory, Inc.",11.9199,$69.78M,n/a,Consumer Non-Durables,Specialty Foods,NASDAQ
ROKA,"Roka Bioscience, Inc.",2.75,$13.77M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
RTNB,"root9B Holdings, Inc. ",8.2,$50.02M,n/a,Consumer Services,Professional Services,NASDAQ
ROSE,Rosehill Resources Inc.,8.9,$335.62M,2016,Energy,Oil & Gas Production,NASDAQ
ROSEU,Rosehill Resources Inc.,10.7,n/a,2016,Energy,Oil & Gas Production,NASDAQ
ROSEW,Rosehill Resources Inc.,1.0449,n/a,2016,Energy,Oil & Gas Production,NASDAQ
ROSG,Rosetta Genomics Ltd.,2.115,$5.47M,2007,Health Care,Major Pharmaceuticals,NASDAQ
ROST,"Ross Stores, Inc.",63.32,$24.82B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",4.14,$124.72M,n/a,Finance,Major Banks,NASDAQ
RGLD,"Royal Gold, Inc.",79.16,$5.17B,n/a,Basic Industries,Precious Metals,NASDAQ
RPXC,RPX Corporation,13.25,$644.97M,2011,Miscellaneous,Multi-Sector Companies,NASDAQ
RTIX,"RTI Surgical, Inc.",5.15,$301.57M,2000,Health Care,Industrial Specialties,NASDAQ
RBCN,"Rubicon Technology, Inc.",9.69,$26.26M,2007,Technology,Semiconductors,NASDAQ
RUSHA,"Rush Enterprises, Inc.",36.36,$1.44B,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
RUSHB,"Rush Enterprises, Inc.",33.59,$1.33B,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
RUTH,"Ruth&#39;s Hospitality Group, Inc.",22.1,$707.27M,2005,Consumer Services,Restaurants,NASDAQ
RXII,RXi Pharmaceuticals Corporation,0.5511,$12.19M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
RXIIW,RXi Pharmaceuticals Corporation,0.2,n/a,n/a,Health Care,Major Pharmaceuticals,NASDAQ
RYAAY,Ryanair Holdings plc,108.87,$26.52B,1997,Transportation,Air Freight/Delivery Services,NASDAQ
STBA,"S&T Bancorp, Inc.",33.88,$1.19B,n/a,Finance,Major Banks,NASDAQ
SANW,S&W Seed Company,4.0501,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
SCAC,Saban Capital Acquisition Corp.,10.015,$312.97M,2016,Finance,Business Services,NASDAQ
SCACU,Saban Capital Acquisition Corp.,10.66,n/a,2016,n/a,n/a,NASDAQ
SCACW,Saban Capital Acquisition Corp.,1.35,n/a,2016,Finance,Business Services,NASDAQ
SBRA,"Sabra Healthcare REIT, Inc.",23.22,$1.52B,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SBRAP,"Sabra Healthcare REIT, Inc.",25.8126,$148.42M,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SABR,Sabre Corporation,22.58,$6.28B,2014,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SAEX,"SAExploration Holdings, Inc.",3.44,$32.19M,n/a,Energy,Oil & Gas Production,NASDAQ
SAFT,"Safety Insurance Group, Inc.",67.65,$1.03B,2002,Finance,Property-Casualty Insurers,NASDAQ
SAGE,"Sage Therapeutics, Inc.",69.59,$2.6B,2014,Health Care,Major Pharmaceuticals,NASDAQ
SAIA,"Saia, Inc.",49.3,$1.25B,n/a,Transportation,Trucking Freight/Courier Services,NASDAQ
SAJA,"Sajan, Inc.",5.75,$27.58M,n/a,Miscellaneous,Business Services,NASDAQ
SALM,"Salem Media Group, Inc.",7.1,$184.76M,1999,Consumer Services,Broadcasting,NASDAQ
SAL,"Salisbury Bancorp, Inc.",40.35,$112.29M,n/a,Finance,Savings Institutions,NASDAQ
SAFM,"Sanderson Farms, Inc.",121.07,$2.75B,1987,Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ
SASR,"Sandy Spring Bancorp, Inc.",38.48,$929.33M,n/a,Finance,Major Banks,NASDAQ
SGMO,"Sangamo Therapeutics, Inc.",7.25,$521.56M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SANM,Sanmina Corporation,37.55,$2.84B,1993,Technology,Electrical Products,NASDAQ
GCVRZ,Sanofi,0.372,n/a,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SPNS,Sapiens International Corporation N.V.,12.455,$610.74M,1992,Technology,Computer Software: Prepackaged Software,NASDAQ
SRPT,"Sarepta Therapeutics, Inc.",31.45,$1.73B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SVRA,"Savara, Inc.",4.94,$74.86M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SBFG,"SB Financial Group, Inc.",16.96,$81.87M,n/a,Finance,Major Banks,NASDAQ
SBFGP,"SB Financial Group, Inc.",16.96,n/a,n/a,Finance,Major Banks,NASDAQ
SBAC,SBA Communications Corporation,137.94,$16.73B,1999,Consumer Services,Real Estate Investment Trusts,NASDAQ
SCSC,"ScanSource, Inc.",38.6,$977.13M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
SMIT,"Schmitt Industries, Inc.",1.81,$5.42M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
SCHN,"Schnitzer Steel Industries, Inc.",20.05,$542.19M,1993,Consumer Durables,Industrial Specialties,NASDAQ
SCHL,Scholastic Corporation,42.66,$1.49B,1992,Consumer Services,Books,NASDAQ
SCLN,"SciClone Pharmaceuticals, Inc.",9.8,$506.97M,1992,Health Care,Major Pharmaceuticals,NASDAQ
SGMS,Scientific Games Corp,23.5,$2.09B,n/a,Technology,EDP Services,NASDAQ
SNI,"Scripps Networks Interactive, Inc",65.875,$8.55B,n/a,Consumer Services,Television Services,NASDAQ
SCYX,"SCYNEXIS, Inc.",1.62,$41.79M,2014,Health Care,Major Pharmaceuticals,NASDAQ
SEAC,"SeaChange International, Inc.",2.38,$84.09M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,23.27,$1.01B,n/a,Finance,Major Banks,NASDAQ
STX,Seagate Technology PLC,42.09,$12.49B,2002,Technology,Electronic Components,NASDAQ
SHIP,Seanergy Maritime Holdings Corp,0.6125,$22.65M,n/a,Transportation,Marine Transportation,NASDAQ
SHIPW,Seanergy Maritime Holdings Corp,0.13,n/a,n/a,Transportation,Marine Transportation,NASDAQ
SRSC,Sears Canada Inc. ,0.925,$94.24M,n/a,Consumer Services,Department/Specialty Retail Stores,NASDAQ
SHLD,Sears Holdings Corporation,6.78,$727.26M,n/a,Consumer Services,Department/Specialty Retail Stores,NASDAQ
SHLDW,Sears Holdings Corporation,2.16,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,NASDAQ
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.925,$66.44M,n/a,Consumer Services,Department/Specialty Retail Stores,NASDAQ
SPNE,SeaSpine Holdings Corporation,10,$117.4M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
SGEN,"Seattle Genetics, Inc.",65.25,$9.31B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EYES,"Second Sight Medical Products, Inc.",1.125,$63.41M,2014,n/a,n/a,NASDAQ
EYESW,"Second Sight Medical Products, Inc.",0.33,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SCWX,SecureWorks Corp.,11.48,$928.16M,2016,Technology,Computer Software: Prepackaged Software,NASDAQ
SNFCA,Security National Financial Corporation,6.3,$99.7M,n/a,Finance,Finance: Consumer Services,NASDAQ
SEIC,SEI Investments Company,51.67,$8.2B,1981,Finance,Investment Bankers/Brokers/Service,NASDAQ
SLCT,"Select Bancorp, Inc.",11.95,$139.36M,n/a,Finance,Major Banks,NASDAQ
SCSS,Select Comfort Corporation,29.96,$1.25B,1998,Consumer Durables,Home Furnishings,NASDAQ
SIR,Select Income REIT,24.2,$2.16B,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SELB,"Selecta Biosciences, Inc.",13.85,$257.35M,2016,Health Care,Major Pharmaceuticals,NASDAQ
SIGI,"Selective Insurance Group, Inc.",50.675,$2.95B,n/a,Finance,Property-Casualty Insurers,NASDAQ
LEDS,SemiLEDS Corporation,2.91,$10.24M,2010,Technology,Semiconductors,NASDAQ
SMTC,Semtech Corporation,35.85,$2.36B,n/a,Technology,Semiconductors,NASDAQ
SENEA,Seneca Foods Corp.,30.75,$301.38M,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
SENEB,Seneca Foods Corp.,36.25,$355.28M,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
SNES,"SenesTech, Inc.",5.1399,$52.51M,2016,Basic Industries,Agricultural Chemicals,NASDAQ
SNH,Senior Housing Properties Trust,21.32,$5.06B,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHNI,Senior Housing Properties Trust,24.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHNL,Senior Housing Properties Trust,26.5087,n/a,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNMX,"Senomyx, Inc.",0.9,$42.76M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SRTS,"Sensus Healthcare, Inc.",3.9999,$54.11M,2016,Health Care,Medical/Dental Instruments,NASDAQ
SRTSW,"Sensus Healthcare, Inc.",0.6,n/a,2016,Health Care,Medical/Dental Instruments,NASDAQ
SQBG,"Sequential Brands Group, Inc.",3.405,$214.5M,n/a,Consumer Non-Durables,Apparel,NASDAQ
MCRB,"Seres Therapeutics, Inc.",9.75,$393.81M,2015,Health Care,Major Pharmaceuticals,NASDAQ
SREV,"ServiceSource International, Inc.",3.47,$307.48M,2011,Miscellaneous,Business Services,NASDAQ
SFBS,"ServisFirst Bancshares, Inc.",35.28,$1.86B,2014,Finance,Major Banks,NASDAQ
SEV,"Sevcon, Inc.",16.5,$93.66M,n/a,Energy,Industrial Machinery/Components,NASDAQ
SVBI,Severn Bancorp Inc,7.15,$86.72M,n/a,Finance,Major Banks,NASDAQ
SGOC,"SGOCO Group, Ltd",1.325,$13.42M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SMED,Sharps Compliance Corp,4.28,$68.51M,n/a,Basic Industries,Environmental Services,NASDAQ
SHSP,"SharpSpring, Inc.",4.53,$37.98M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
SHEN,Shenandoah Telecommunications Co,32.6,$1.6B,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
PIXY,"ShiftPixy, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
SHLO,"Shiloh Industries, Inc.",13.81,$246.84M,1993,Capital Goods,Industrial Specialties,NASDAQ
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
TYHT,"Shineco, Inc.",3.76,$79.09M,2016,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
SHPG,Shire plc,175.84,$53.21B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SCVL,"Shoe Carnival, Inc.",20.62,$355.86M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
SHBI,Shore Bancshares Inc,16.37,$207.58M,n/a,Finance,Major Banks,NASDAQ
SHOR,"ShoreTel, Inc.",6.175,$421.6M,2007,Public Utilities,Telecommunications Equipment,NASDAQ
SFLY,"Shutterfly, Inc.",51.36,$1.73B,2006,Miscellaneous,Other Consumer Services,NASDAQ
SIFI,"SI Financial Group, Inc.",15.4,$188.01M,n/a,Finance,Savings Institutions,NASDAQ
SIEB,Siebert Financial Corp.,3.89,$85.91M,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
SIEN,"Sientra, Inc.",7.81,$149.29M,2014,Health Care,Industrial Specialties,NASDAQ
BSRR,Sierra Bancorp,24.04,$332.52M,n/a,Finance,Major Banks,NASDAQ
SRRA,"Sierra Oncology, Inc.",1.24,$64.81M,2015,Health Care,Major Pharmaceuticals,NASDAQ
SWIR,"Sierra Wireless, Inc.",28.5,$916.49M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SIFY,Sify Technologies Limited,0.8201,$146.41M,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SIGM,"Sigma Designs, Inc.",6.15,$234.81M,1986,Technology,Semiconductors,NASDAQ
SGLB,"Sigma Labs, Inc.",2.09,$9.55M,n/a,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SGLBW,"Sigma Labs, Inc.",0.98,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SGMA,"SigmaTron International, Inc.",6.9356,$29.04M,1994,Technology,Electrical Products,NASDAQ
SBNY,Signature Bank,145.54,$7.95B,2004,Finance,Major Banks,NASDAQ
SBNYW,Signature Bank,124,n/a,n/a,Finance,Major Banks,NASDAQ
SLGN,Silgan Holdings Inc.,31.65,$3.49B,1997,Consumer Durables,Containers/Packaging,NASDAQ
SILC,Silicom Ltd,51.27,$381.65M,n/a,Technology,Computer Communications Equipment,NASDAQ
SLAB,"Silicon Laboratories, Inc.",74.5,$3.16B,2000,Technology,Semiconductors,NASDAQ
SIMO,Silicon Motion Technology Corporation,54.13,$1.91B,2005,Technology,Semiconductors,NASDAQ
SPIL,"Siliconware Precision Industries Company, Ltd.",8.325,$5.19B,n/a,Technology,Semiconductors,NASDAQ
SRUN,Silver Run Acquisition Corporation II,9.96,$1.29B,2017,Finance,Business Services,NASDAQ
SRUNU,Silver Run Acquisition Corporation II,10.4,n/a,2017,Finance,Business Services,NASDAQ
SRUNW,Silver Run Acquisition Corporation II,1.45,n/a,2017,Finance,Business Services,NASDAQ
SSRI,Silver Standard Resources Inc.,9.545,$1.14B,n/a,Basic Industries,Precious Metals,NASDAQ
SAMG,Silvercrest Asset Management Group Inc.,13.6,$176M,2013,Finance,Investment Managers,NASDAQ
SSNT,"SilverSun Technologies, Inc.",3.65,$16.39M,n/a,Miscellaneous,Business Services,NASDAQ
SFNC,Simmons First National Corporation,51.45,$1.66B,n/a,Finance,Major Banks,NASDAQ
SLP,"Simulations Plus, Inc.",12.6,$217.23M,n/a,Technology,EDP Services,NASDAQ
SINA,Sina Corporation,92.1,$6.54B,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
SBGI,"Sinclair Broadcast Group, Inc.",33.85,$3.47B,1995,Consumer Services,Broadcasting,NASDAQ
SINO,"Sino-Global Shipping America, Ltd.",3.035,$30.67M,n/a,Transportation,Oil Refining/Marketing,NASDAQ
SVA,"Sinovac Biotech, Ltd.",5.35,$304.45M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SIRI,Sirius XM Holdings Inc.,5.385,$25.12B,n/a,Consumer Services,Broadcasting,NASDAQ
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
SITO,"SITO Mobile, Ltd.",3.555,$73.52M,n/a,Miscellaneous,Business Services,NASDAQ
SKYS,"Sky Solar Holdings, Ltd.",1.89,$99.12M,2014,Public Utilities,Electric Utilities: Central,NASDAQ
SKLN,Skyline Medical Inc.,1.7287,$10.7M,n/a,Health Care,Industrial Specialties,NASDAQ
SPU,"SkyPeople Fruit Juice, Inc.",2.69,$13.92M,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
SKYW,"SkyWest, Inc.",35.7,$1.85B,1986,Transportation,Air Freight/Delivery Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",108.15,$19.96B,n/a,Technology,Semiconductors,NASDAQ
SLM,SLM Corporation,10.085,$4.35B,n/a,Finance,Finance: Consumer Services,NASDAQ
SLMBP,SLM Corporation,71.69,$286.76M,n/a,Finance,Finance: Consumer Services,NASDAQ
SGH,"SMART Global Holdings, Inc.",16.06,$332.56M,2017,Technology,Semiconductors,NASDAQ
SND,"Smart Sand, Inc.",9.36,$377.59M,2016,n/a,n/a,NASDAQ
SMBK,"SmartFinancial, Inc.",25.35,$208.26M,n/a,Finance,Major Banks,NASDAQ
SMSI,"Smith Micro Software, Inc.",1.08,$15.35M,1995,Technology,Computer Software: Prepackaged Software,NASDAQ
SMTX,SMTC Corporation,1.29,$21.69M,2000,Technology,Electrical Products,NASDAQ
LNCE,"Snyder&#39;s-Lance, Inc.",36.875,$3.56B,n/a,Consumer Non-Durables,Specialty Foods,NASDAQ
SRAX,"Social Reality, Inc.",1.27,$10.19M,n/a,Technology,Advertising,NASDAQ
SCKT,"Socket Mobile, Inc.",3.66,$21.84M,n/a,Technology,Computer Manufacturing,NASDAQ
SODA,SodaStream International Ltd.,53.95,$1.17B,2010,Consumer Durables,Consumer Electronics/Appliances,NASDAQ
SOHU,Sohu.com Inc.,45.96,$1.79B,n/a,Technology,EDP Services,NASDAQ
SLRC,Solar Capital Ltd.,21.69,$916.64M,2010,n/a,n/a,NASDAQ
SUNS,Solar Senior Capital Ltd.,16.95,$271.69M,n/a,n/a,n/a,NASDAQ
SEDG,"SolarEdge Technologies, Inc.",18.5,$768.75M,2015,Technology,Semiconductors,NASDAQ
SLNO,"Soleno Therapeutics, Inc.",0.6399,$30.45M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SLNOW,"Soleno Therapeutics, Inc.",0.161,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SNGX,"Soligenix, Inc.",2.37,$13.44M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SNGXW,"Soligenix, Inc.",0.7999,n/a,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SONC,Sonic Corp.,29.38,$1.25B,1991,Consumer Services,Restaurants,NASDAQ
SOFO,"Sonic Foundry, Inc.",4.22,$18.78M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SNOA,"Sonoma Pharmaceuticals, Inc.",7.68,$32.74M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.5253,n/a,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SONS,"Sonus Networks, Inc.",7.18,$370.39M,n/a,Technology,EDP Services,NASDAQ
SPHS,"Sophiris Bio, Inc.",2.45,$73.77M,2013,n/a,n/a,NASDAQ
SORL,"SORL Auto Parts, Inc.",8.74,$168.73M,n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
SRNE,"Sorrento Therapeutics, Inc.",1.575,$118.61M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SOHO,Sotherly Hotels Inc.,6.8,$93.83M,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOB,Sotherly Hotels Inc.,25.9027,n/a,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOM,Sotherly Hotels LP,26.45,n/a,n/a,Consumer Services,Hotels/Resorts,NASDAQ
SFBC,"Sound Financial Bancorp, Inc.",29.705,$74.26M,n/a,Finance,Savings Institutions,NASDAQ
SSB,South State Corporation,83.8,$2.45B,n/a,Finance,Major Banks,NASDAQ
SFST,"Southern First Bancshares, Inc.",36.15,$263.36M,n/a,Finance,Major Banks,NASDAQ
SMBC,"Southern Missouri Bancorp, Inc.",32.65,$243.24M,n/a,Finance,Banks,NASDAQ
SONA,"Southern National Bancorp of Virginia, Inc.",17.7,$218.44M,n/a,Finance,Major Banks,NASDAQ
SBSI,"Southside Bancshares, Inc.",32.96,$965.78M,n/a,Finance,Major Banks,NASDAQ
OKSB,"Southwest Bancorp, Inc.",24.8,$463.44M,1993,Finance,Major Banks,NASDAQ
SP,SP Plus Corporation,29.65,$666.79M,n/a,Consumer Services,Rental/Leasing Companies,NASDAQ
SPAN,"Span-America Medical Systems, Inc.",28.97,$80.09M,1983,Health Care,Industrial Specialties,NASDAQ
SGRP,"SPAR Group, Inc.",1,$20.66M,n/a,Miscellaneous,Business Services,NASDAQ
SPKE,"Spark Energy, Inc.",43.3,$746.58M,2014,Public Utilities,Power Generation,NASDAQ
SPKEP,"Spark Energy, Inc.",26.7,n/a,n/a,Public Utilities,Power Generation,NASDAQ
ONCE,"Spark Therapeutics, Inc.",51.81,$1.61B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SPAR,"Spartan Motors, Inc.",8.675,$304.73M,n/a,Capital Goods,Auto Manufacturing,NASDAQ
SPTN,SpartanNash Company,29.86,$1.13B,n/a,Consumer Non-Durables,Food Distributors,NASDAQ
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,25.53,$54.89M,n/a,n/a,n/a,NASDAQ
SPPI,"Spectrum Pharmaceuticals, Inc.",5.96,$479.26M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
ANY,Sphere 3D Corp.,0.1335,$13.73M,n/a,Technology,EDP Services,NASDAQ
SPEX,Spherix Incorporated,1.077,$5.32M,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
SPI,"SPI Energy Co., Ltd.",1.43,$91.76M,n/a,Technology,Semiconductors,NASDAQ
SAVE,"Spirit Airlines, Inc.",56.33,$3.91B,2011,Transportation,Air Freight/Delivery Services,NASDAQ
SPLK,Splunk Inc.,62.55,$8.65B,2012,Technology,Computer Software: Prepackaged Software,NASDAQ
SPOK,"Spok Holdings, Inc.",17.55,$360.32M,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.56,$236.46M,2014,Consumer Services,Other Specialty Stores,NASDAQ
SBPH,"Spring Bank Pharmaceuticals, Inc.",14.731,$138.71M,2016,Health Care,Major Pharmaceuticals,NASDAQ
FUND,"Sprott Focus Trust, Inc.",7.61,$186.06M,n/a,n/a,n/a,NASDAQ
SFM,"Sprouts Farmers Market, Inc.",24.46,$3.36B,2013,Consumer Services,Food Chains,NASDAQ
SPSC,"SPS Commerce, Inc.",59.69,$1.03B,2010,Technology,Computer Software: Prepackaged Software,NASDAQ
SSNC,"SS&C Technologies Holdings, Inc.",38.94,$7.94B,2010,Technology,Computer Software: Prepackaged Software,NASDAQ
STAA,STAAR Surgical Company,9.4,$384.76M,n/a,Health Care,Ophthalmic Goods,NASDAQ
STAF,"Staffing 360 Solutions, Inc.",0.7292,$10.68M,1996,Technology,Professional Services,NASDAQ
STMP,Stamps.com Inc.,141.7,$2.4B,1999,Miscellaneous,Business Services,NASDAQ
STLY,"Stanley Furniture Company, Inc.",1.29,$18.93M,n/a,Consumer Durables,Home Furnishings,NASDAQ
SPLS,"Staples, Inc.",9.11,$5.95B,1989,Consumer Services,Other Specialty Stores,NASDAQ
SBLK,Star Bulk Carriers Corp.,7.685,$484.68M,n/a,Transportation,Marine Transportation,NASDAQ
SBLKL,Star Bulk Carriers Corp.,24.65,n/a,n/a,Transportation,Marine Transportation,NASDAQ
SBUX,Starbucks Corporation,64.27,$93.07B,1992,Consumer Services,Restaurants,NASDAQ
STFC,State Auto Financial Corporation,24.83,$1.04B,1991,Finance,Property-Casualty Insurers,NASDAQ
STBZ,State Bank Financial Corporation.,25.63,$998.33M,n/a,Finance,Major Banks,NASDAQ
SNC,"State National Companies, Inc.",17.65,$744.36M,n/a,Finance,Property-Casualty Insurers,NASDAQ
STDY,SteadyMed Ltd.,7.2073,$181.42M,2015,Health Care,Major Pharmaceuticals,NASDAQ
GASS,"StealthGas, Inc.",3.23,$128.75M,2005,Transportation,Marine Transportation,NASDAQ
STLD,"Steel Dynamics, Inc.",34.48,$8.34B,1996,Basic Industries,Steel/Iron Ore,NASDAQ
SMRT,"Stein Mart, Inc.",1.46,$68.88M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
STLR,Stellar Acquisition III Inc.,10.03,$90.37M,2016,Finance,Business Services,NASDAQ
STLRU,Stellar Acquisition III Inc.,10.43,n/a,2016,Finance,Business Services,NASDAQ
STLRW,Stellar Acquisition III Inc.,0.325,n/a,2016,Finance,Business Services,NASDAQ
SBOT,"Stellar Biotechnologies, Inc.",1.1969,$12.13M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
STML,"Stemline Therapeutics, Inc.",7.7,$193.39M,2013,Health Care,Major Pharmaceuticals,NASDAQ
SRCL,"Stericycle, Inc.",81.14,$6.92B,1996,Basic Industries,Environmental Services,NASDAQ
SRCLP,"Stericycle, Inc.",68.62,n/a,n/a,Basic Industries,Environmental Services,NASDAQ
STRL,Sterling Construction Company Inc,10.2,$275.17M,n/a,Basic Industries,Military/Government/Technical,NASDAQ
SHOO,"Steven Madden, Ltd.",39.3,$2.34B,1993,Consumer Non-Durables,Shoe Manufacturing,NASDAQ
